Date,Close,Returns
2025-04-03,905.77,-0.000463
2025-04-04,917.04,0.012442
2025-04-07,921.39,0.004744
2025-04-08,914.63,-0.007337
2025-04-09,918.96,0.004734
2025-04-10,936.29,0.018858
2025-04-11,936.26,-3.2e-05
2025-04-14,954.21,0.019172
2025-04-15,924.6,-0.031031
2025-04-16,934.09,0.010264
2025-04-17,935.43,0.001435
2025-04-18,932.45,-0.003186
2025-04-21,933.85,0.001501
2025-04-22,911.95,-0.023451
2025-04-23,909.91,-0.002237
2025-04-24,914.18,0.004693
2025-04-25,930.75,0.018126
2025-04-28,925.34,-0.005813
2025-04-29,916.73,-0.009305
2025-04-30,911.58,-0.005618
2025-05-01,921.96,0.011387
2025-05-02,925.96,0.004339
2025-05-05,920.45,-0.005951
2025-05-06,926.48,0.006551
2025-05-07,927.93,0.001565
2025-05-08,939.09,0.012027
2025-05-09,931.55,-0.008029
2025-05-12,928.26,-0.003532
2025-05-13,924.27,-0.004298
2025-05-14,908.41,-0.017159
2025-05-15,912.0,0.003952
2025-05-16,915.22,0.003531
2025-05-19,915.64,0.000459
2025-05-20,913.43,-0.002414
2025-05-21,898.28,-0.016586
2025-05-22,894.11,-0.004642
2025-05-23,890.79,-0.003713
2025-05-26,882.57,-0.009228
2025-05-27,881.21,-0.001541
2025-05-28,885.84,0.005254
2025-05-29,906.24,0.023029
2025-05-30,908.5,0.002494
2025-06-02,911.67,0.003489
2025-06-03,911.22,-0.000494
2025-06-04,890.61,-0.022618
2025-06-05,890.68,7.9e-05
2025-06-06,891.68,0.001123
2025-06-09,918.39,0.029955
2025-06-10,916.64,-0.001906
2025-06-11,920.32,0.004015
2025-06-12,920.31,-1.1e-05
2025-06-13,907.77,-0.013626
2025-06-16,920.58,0.014112
2025-06-17,929.26,0.009429
2025-06-18,938.45,0.00989
2025-06-19,928.59,-0.010507
2025-06-20,944.59,0.01723
2025-06-23,929.08,-0.01642
2025-06-24,935.99,0.007437
2025-06-25,960.97,0.026688
2025-06-26,949.93,-0.011488
2025-06-27,943.85,-0.0064
2025-06-30,945.36,0.0016
2025-07-01,940.03,-0.005638
2025-07-02,922.91,-0.018212
2025-07-03,924.04,0.001224
2025-07-04,912.63,-0.012348
2025-07-07,918.18,0.006081
2025-07-08,908.42,-0.01063
2025-07-09,925.68,0.019
2025-07-10,917.35,-0.008999
2025-07-11,914.17,-0.003467
2025-07-14,923.46,0.010162
2025-07-15,910.19,-0.01437
2025-07-16,913.04,0.003131
2025-07-17,927.72,0.016078
2025-07-18,910.2,-0.018885
2025-07-21,912.58,0.002615
2025-07-22,915.79,0.003517
2025-07-23,924.75,0.009784
2025-07-24,911.39,-0.014447
2025-07-25,897.32,-0.015438
2025-07-28,903.29,0.006653
2025-07-29,906.88,0.003974
2025-07-30,909.96,0.003396
2025-07-31,914.11,0.004561
2025-08-01,907.02,-0.007756
2025-08-04,909.91,0.003186
2025-08-05,913.47,0.003912
2025-08-06,906.01,-0.008167
2025-08-07,926.65,0.022781
2025-08-08,932.29,0.006086
2025-08-11,919.34,-0.013891
2025-08-12,926.95,0.008278
2025-08-13,916.48,-0.011295
2025-08-14,925.5,0.009842
2025-08-15,938.74,0.014306
2025-08-18,929.87,-0.009449
2025-08-19,940.99,0.011959
2025-08-20,946.03,0.005356
2025-08-21,955.74,0.010264
2025-08-22,977.88,0.023165
2025-08-25,975.39,-0.002546
2025-08-26,966.96,-0.008643
2025-08-27,957.02,-0.01028
2025-08-28,948.03,-0.009394
2025-08-29,947.54,-0.000517
2025-09-01,951.79,0.004485
2025-09-02,955.34,0.00373
2025-09-03,965.2,0.010321
2025-09-04,965.74,0.000559
2025-09-05,982.97,0.017841
2025-09-08,980.24,-0.002777
2025-09-09,1012.63,0.033043
2025-09-10,1020.64,0.00791
2025-09-11,1010.55,-0.009886
2025-09-12,997.97,-0.012449
2025-09-15,1004.14,0.006183
2025-09-16,1001.85,-0.002281
2025-09-17,1010.84,0.008973
2025-09-18,1016.98,0.006074
2025-09-19,1016.5,-0.000472
2025-09-22,1006.58,-0.009759
2025-09-23,988.68,-0.017783
2025-09-24,983.78,-0.004956
2025-09-25,994.28,0.010673
2025-09-26,997.23,0.002967
2025-09-29,982.73,-0.01454
2025-09-30,985.16,0.002473
2025-10-01,990.11,0.005025
2025-10-02,980.01,-0.010201
2025-10-03,982.2,0.002235
2025-10-06,983.28,0.0011
2025-10-07,970.19,-0.013313
2025-10-08,974.74,0.00469
2025-10-09,981.69,0.00713
2025-10-10,994.85,0.013405
2025-10-13,1007.82,0.013037
2025-10-14,991.57,-0.016124
2025-10-15,980.8,-0.010862
2025-10-16,987.26,0.006586
2025-10-17,993.74,0.006564
2025-10-20,1000.28,0.006581
2025-10-21,1046.92,0.046627
2025-10-22,1054.51,0.00725
2025-10-23,1069.31,0.014035
2025-10-24,1081.98,0.011849
2025-10-27,1090.87,0.008216
2025-10-28,1087.18,-0.003383
2025-10-29,1097.51,0.009502
2025-10-30,1087.77,-0.008875
2025-10-31,1085.12,-0.002436
2025-11-03,1079.23,-0.005428
2025-11-04,1080.72,0.001381
2025-11-05,1111.17,0.028176
2025-11-06,1086.72,-0.022004
2025-11-07,1096.1,0.008631
2025-11-10,1075.33,-0.018949
2025-11-11,1069.67,-0.005264
2025-11-12,1084.07,0.013462
2025-11-13,1085.34,0.001172
2025-11-14,1071.74,-0.012531
2025-11-17,1062.97,-0.008183
2025-11-18,1072.07,0.008561
2025-11-19,1063.1,-0.008367
2025-11-20,1066.28,0.002991
2025-11-21,1067.29,0.000947
2025-11-24,1059.38,-0.007411
2025-11-25,1087.05,0.026119
2025-11-26,1095.76,0.008013
2025-11-27,1069.57,-0.023901
2025-11-28,1072.39,0.002637
2025-12-01,1064.3,-0.007544
2025-12-02,1075.61,0.010627
2025-12-03,1065.82,-0.009102
2025-12-04,1064.77,-0.000985
2025-12-05,1071.65,0.006461
2025-12-08,1083.21,0.010787
2025-12-09,1068.05,-0.013995
2025-12-10,1064.19,-0.003614
2025-12-11,1058.55,-0.0053
2025-12-12,1050.67,-0.007444
2025-12-15,1073.35,0.021586
2025-12-16,1079.0,0.005264
2025-12-17,1063.1,-0.014736
2025-12-18,1075.24,0.011419
